@relation user

@attribute yelping_since string
@attribute compliments.plain numeric
@attribute compliments.more numeric
@attribute elite numeric
@attribute compliments.cute numeric
@attribute compliments.writer numeric
@attribute fans numeric
@attribute compliments.note numeric
@attribute compliments.hot numeric
@attribute compliments.cool numeric
@attribute compliments.profile numeric
@attribute average_stars numeric
@attribute review_count numeric
@attribute friends numeric
@attribute user_id string
@attribute votes.cool numeric
@attribute compliments.list numeric
@attribute votes.funny numeric
@attribute compliments.photos numeric
@attribute compliments.funny numeric
@attribute votes.useful numeric

@data
2010-01-01,?,?,?,?,1,1,1,?,?,?,4.21,17,1,zMzVLKJ-cC14zRrF0ogEkQ,4,?,1,?,?,15
2008-10-01,2,?,?,?,2,0,1,?,1,?,3.51,49,?,4AGRXB5C588iitXZY-y3wQ,17,?,22,?,?,91
2007-11-01,14,3,1,1,?,2,7,8,13,1,3.39,175,7,WjrtHltsYBLzJ71SZHusGQ,129,?,39,2,3,297
2011-08-01,?,?,?,?,?,0,?,?,1,?,3,2,1,gQu-piYPLc3sUgnd7sVbwA,0,?,0,?,?,0
2012-10-01,?,?,?,?,?,0,1,?,?,?,3.8,5,?,WsGQfLLy3YlP_S9jBE3j1w,0,?,0,?,?,0
2008-10-01,1,1,1,?,2,2,?,?,3,?,3.88,79,?,qOYI9O0ecMJ9VaqcM9phNw,22,?,12,?,?,72
2011-09-01,?,?,?,?,1,1,3,1,1,?,3.45,87,6,URw2mP76_1JQFZXKAwda4A,16,?,15,?,?,94
2011-06-01,?,?,?,?,?,0,?,?,?,?,3.5,5,?,kSpyVJY7JL0j-9CZlw61BA,2,?,1,?,?,6
2013-01-01,?,?,?,?,?,0,?,?,?,?,3.75,8,?,Hh5zSZtaO7mNy5N-ZhEvsw,1,?,2,?,?,3
2012-06-01,5,2,2,?,6,4,5,3,3,2,4.07,131,14,EgBU9oKVNCTzvvZmdqCOzg,36,?,27,?,?,107
2008-02-01,2,?,?,1,?,0,1,2,3,?,3.65,60,2,xcuxY7TjWZtF5XqGYvEBVQ,30,?,49,4,1,69
2012-05-01,?,?,?,?,?,0,?,?,?,?,4.33,3,?,MczojUhWvQQ_4h2T66Xv8A,0,?,0,?,?,0
2012-09-01,?,?,?,?,?,0,?,?,?,?,1,1,?,QYYVQMpKwrhjdLMY3q1EXA,0,?,0,?,?,0
2007-06-01,19,1,7,?,7,9,2,2,21,1,3.69,464,13,Pehthv-egCLA5UNMRItU_Q,149,8,127,?,7,415
2010-07-01,5,?,?,1,1,3,2,1,4,?,4.05,79,6,qGux2C8XzxDxSNgyR5YpDg,66,?,137,?,4,97
2011-10-01,8,?,2,?,20,3,9,19,11,?,4.08,154,41,mUNMXyz5b0CBBrDvXnkoRg,114,?,134,?,2,250
2007-08-01,3,?,?,?,2,3,4,?,?,?,3.36,267,3,QP-MdjpUFejr9apuAWcfQg,40,?,96,?,1,309
2011-08-01,?,?,?,?,?,0,?,?,?,?,2,11,?,7qUw3hTje30XAJJ8gSK9Rw,1,?,5,?,?,13
2010-04-01,?,?,?,?,?,1,?,?,?,?,4.78,21,2,u5xcw6LCnnMhddoxkRIgUA,1,?,1,?,?,14
2010-05-01,?,?,?,?,?,0,?,?,?,?,3.52,39,2,tpd1sxBuNgRaJcEYUQL2PQ,6,?,7,?,?,89
2006-11-01,?,?,?,?,?,0,?,?,?,?,3.39,98,?,x7Np-ngv33RIxVigvVaWsw,19,?,23,?,?,80
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,_cOXx98-ZiOgxjib-ZdYGA,119,?,157,2,5,185
2013-09-01,?,?,?,?,?,0,?,?,?,?,2.25,4,?,U7GHbP9OynNHOqisXy7Icw,0,?,0,?,?,4
2013-04-01,?,?,?,?,?,0,?,?,?,?,1,1,?,Qrs3EICADUKNFoUq2iHStA,0,?,0,?,?,4
2012-01-01,?,?,?,?,?,0,1,?,?,?,3.58,24,?,P4F_NMV6ooytY4BNkrv2Kg,8,?,4,?,?,19
2007-07-01,48,4,3,3,8,19,39,68,74,2,3.75,330,39,LQWlBt00QZrvn7McdS_Z_g,478,5,323,3,24,762
2013-06-01,?,?,?,?,?,0,?,?,?,?,3.6,5,1,74rE2heR1pLCjgebF9r7iA,0,?,0,?,?,2
2011-10-01,?,?,?,?,?,1,1,?,?,?,2.53,18,1,M5WHq55eaXZEfVIsEqBAsA,27,?,26,?,?,71
2013-10-01,?,?,?,?,?,1,1,?,?,?,4.12,17,2,gMDsjaMwu9msEy_2dENGEg,2,?,1,?,?,15
2013-04-01,26,1,2,1,27,6,18,20,17,?,4.28,142,75,L-cexm4-3KDqtL6kGfjzBA,175,1,67,3,3,246
2011-06-01,?,?,?,?,?,0,?,?,?,?,5,1,1,PFg_sTO-yCdhGl9ukyt4bw,0,?,0,1,?,0
2013-11-01,1,?,?,?,1,0,?,?,?,?,2.81,27,1,b2z-VskoGBHP9IjVvDM_kw,4,?,3,?,?,11
2011-12-01,?,?,?,?,?,0,?,?,?,?,1.25,4,?,YelITfvjl09r1bRJeciQrw,0,?,0,?,?,8
2009-11-01,?,1,1,?,?,1,?,?,?,1,4.18,57,3,H8wT4jji49mEB_CxXFF5LA,11,?,5,?,1,41
2013-07-01,?,?,?,?,1,0,?,?,?,?,3.33,10,1,RABj0zfAcnKPnxLVwAWzDg,2,?,0,?,?,4
2013-06-01,?,?,?,?,?,0,?,?,?,?,3.33,4,?,BY9Eyuam4yTP4J2G0jHIyg,0,?,0,?,?,2
2013-11-01,?,?,?,?,?,0,?,?,?,?,4.2,5,?,tFfjy0nKqc_wIcB9nHqoRg,0,?,0,?,?,1
2012-06-01,?,?,?,?,?,0,?,?,?,?,3.47,18,?,rXiiwnbL7bbmrLpLwL4RtA,2,?,1,?,?,10
2008-04-01,?,?,?,?,2,0,?,?,?,?,3.41,16,1,4d1HPQHoQnqS8uoZcDLUDg,1,?,13,?,?,23
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,MPKMK36Xp0GuaWaXlUwZ8Q,7,?,27,?,?,62
2009-06-01,5,1,2,?,3,2,6,2,9,?,3.72,75,6,KtMOMSqbd1Mk7PbDUQ2CfA,54,?,20,?,?,120
2009-07-01,17,3,5,?,2,7,12,6,10,1,4.16,317,17,Au3Qs-AAZEWu2_4gIMwRgw,119,?,121,?,6,383
2011-02-01,?,?,?,?,1,0,?,?,?,?,3.67,40,?,YFWfdR8v3wEoezv-IogLPQ,4,?,7,?,?,28
2009-01-01,?,1,?,?,?,0,?,1,?,?,3.24,24,?,FuqjqlT3lGH2_TN3TfEvQg,6,?,17,?,?,41
2011-12-01,?,?,?,?,?,0,?,?,?,?,4,2,?,DX2ezrTKlvPeOE5JBHuo3Q,0,?,0,?,?,0
2010-10-01,?,?,?,?,?,1,?,?,?,?,3.43,7,?,DSbhGdnvMWtw33h-W-dlqw,4,?,4,?,?,26
2009-11-01,2,1,1,1,8,2,1,?,?,?,4.04,84,9,XHuEbGrgPEhnBRjRUdcSgg,30,1,25,1,?,169
2008-07-01,1,2,1,2,7,3,5,8,3,?,3.64,41,8,13XTZwRHFLGjAdpN3YCm5Q,35,?,15,?,1,120
2012-02-01,?,?,?,?,?,0,?,?,?,?,2.33,12,?,iRLPBwOuYmVAo-o4IUKtGQ,3,?,5,?,?,8
2009-07-01,?,?,?,?,?,0,?,1,?,?,4.78,18,3,NdM9OVx_NUgREq7ozNaqPA,9,?,1,?,?,30
2013-06-01,?,?,?,?,?,0,?,?,?,?,3.71,8,?,CH5RheU8pnBg5h8I4XLC8g,1,?,0,?,?,9
2012-08-01,?,?,?,?,?,0,?,?,?,?,4.6,5,?,CX-pbGRwZRqDdo6o8Vic0g,0,?,1,?,?,5
2011-07-01,?,?,?,?,?,0,?,?,?,?,3.67,3,?,TF9woBMrU3THfrGXo038fA,0,?,2,?,?,1
2008-01-01,6,?,?,?,1,1,4,4,7,?,3.57,208,2,OHPQMv4KykgAxoz-FNVgQQ,70,?,74,?,2,157
2012-12-01,?,1,1,?,7,0,2,2,4,?,3.54,51,8,9CphPgXVmOjFjOuLMTyvbw,78,?,12,1,1,108
2011-12-01,?,?,?,?,?,0,?,?,?,?,3,6,?,LYL5buYajix8zpd_ACfuGQ,1,?,0,?,?,6
2007-06-01,183,26,8,31,65,53,94,295,357,8,3.62,993,137,pmN_7O8l7hjPr6VH5LEdbQ,2033,22,1191,8,45,2745
2009-10-01,?,?,?,?,?,0,?,?,?,?,3.67,15,1,_zetgIkNumP5tMzP6cAWsg,6,?,15,?,1,24
2013-08-01,?,?,?,?,?,2,?,?,?,?,3.33,6,?,XuavhETwynlnLRu-HOHr_g,1,?,0,?,?,9
2008-08-01,9,1,1,1,4,10,4,4,10,?,3.61,173,19,Y-nr6eaHwP3HF1jV4JKDJw,91,2,96,?,7,302
2011-01-01,?,?,?,?,?,0,?,?,?,?,5,2,?,AcvB6zFXu7kErZ-gafecIA,0,?,0,?,?,1
2011-08-01,?,?,?,?,?,0,?,?,?,?,3.43,7,?,xb14lJiqtDohlr0txLM8NA,1,?,1,?,?,5
2011-08-01,?,?,1,?,2,4,3,1,2,?,4.39,44,3,rL7XG25E24mErfg9sZ_-wA,11,?,5,?,?,47
2010-09-01,?,?,?,?,?,0,?,?,?,?,3.67,3,?,s6jCWGy3Jtg-9oIs21snDw,0,?,0,?,?,2
2010-11-01,?,?,?,?,1,0,1,?,?,?,3.3,41,?,e5zoBfeNPYGeVV8QdeRTCQ,9,?,7,?,?,49
2007-02-01,16,?,1,1,6,2,3,3,6,1,3.93,44,54,TAOoRCZFOyySXWfOSaLQiQ,31,?,18,?,2,85
2012-08-01,?,?,?,?,?,0,?,?,?,?,3.75,4,?,Ilfg0vbNFoOmdbNIFn3wwA,0,?,0,?,?,0
2010-03-01,?,1,?,?,?,0,2,1,1,?,3.69,54,?,1Uhy0IGBZ0fzLpXD7VEpbQ,4,?,5,?,?,43
2011-01-01,?,?,?,?,2,1,1,3,2,?,4.42,12,2,VtN-LQRkn6gSkyQjyxkkAg,13,?,1,?,?,24
2011-02-01,?,?,?,?,1,1,?,?,?,?,3.53,15,4,LP9_GZmG4bad8aMXeRohow,2,?,2,?,?,22
2009-02-01,1,?,?,?,2,1,1,?,?,?,3.36,14,5,3nY3ADmywVm6cjMDyZmK4g,5,?,8,?,?,86
2012-12-01,?,?,?,?,?,1,?,?,?,?,3.88,24,?,lcNncIDyL4RRRVGFUi4ckw,5,?,1,?,?,18
2010-10-01,3,1,2,?,3,2,5,1,2,?,3.9,65,1,reI1yQImDR-1a55zVZZPHQ,16,?,4,?,1,59
2009-03-01,6,8,2,?,8,6,4,14,11,1,4.06,216,35,nd_ocknNVYaa1Sqy9V9PXA,350,?,438,?,7,504
2009-10-01,1,?,?,?,?,1,?,?,?,?,3.89,18,?,DBp9UzN6WyaFhqzTn7dXIw,7,?,7,?,?,20
2010-05-01,?,?,?,?,?,0,?,?,?,?,2.93,17,?,XxWrOWcbnZtYUOP-KHoyDg,1,?,13,?,?,24
2011-03-01,?,?,?,?,?,0,?,?,?,?,2.75,4,3,WPEeNbtD-D9wWgCIp2Bi6w,5,?,6,?,?,7
2006-12-01,21,5,7,3,14,21,16,24,21,1,3.71,267,14,Xqd0DzHaiyRqVH3WRG7hzg,363,14,117,1,6,462
2011-01-01,3,2,?,?,2,1,6,?,1,?,3.94,65,3,1b_wzWO8pIA42NFneY4kAA,58,1,92,?,2,113
2012-03-01,?,?,?,?,2,0,1,1,?,?,3.75,20,?,0WdhTivnuy86t3SAankR-A,4,?,4,?,?,13
2012-02-01,?,?,?,?,?,0,?,?,1,?,2.67,3,?,5SpVLn2FV2V_ORdugExiIg,0,?,0,?,?,2
2011-04-01,2,3,4,?,1,3,1,4,4,1,3.53,307,13,vkGkfFCryZoG6gMUUIYGJQ,51,1,32,?,?,163
2013-04-01,?,?,?,?,?,0,?,?,?,?,3.64,11,?,B4hVLrxs-UdBmCr3bYuF4Q,0,?,1,?,?,5
2008-02-01,1,2,?,?,4,7,1,?,?,1,2.6,155,7,6kp815UUjK--ukUjmDlSCQ,112,?,667,?,7,321
2007-06-01,?,?,?,?,?,0,?,?,?,?,4.5,16,2,fVXn0_A9zsyWqQNQ8XFIHg,10,?,0,?,?,11
2013-06-01,?,?,2,?,?,0,?,?,?,?,3.53,140,2,ISwiZNOXrgxlLfVZsGBUww,23,?,10,?,?,73
2010-07-01,?,?,?,?,?,0,?,?,?,?,4.5,3,1,ljK6SCjvfIfvJ8FzuucCpw,0,?,0,?,?,5
2009-09-01,?,?,?,?,?,0,?,?,?,?,3.9,10,?,1M_ggx6qqhB7IKDIcdXs-w,2,?,9,?,?,14
2012-07-01,1,1,?,?,?,0,2,1,?,?,3.47,17,1,kV7ZoThXkTq9yxT7PAbq0Q,6,?,6,?,?,30
2011-02-01,5,?,?,?,1,2,2,2,4,?,4.47,45,47,6MYEMoBDkhNj76KA_hzEyw,2,?,5,1,1,23
2013-07-01,?,?,?,?,?,0,?,?,?,?,1,1,?,FPk4LDTuzSTwAlhTFXT6nQ,0,?,0,?,?,0
2010-05-01,4,1,1,?,3,1,5,5,5,?,3.67,205,10,aoDM2oE3P4dNoFDKRljVkg,35,?,7,1,2,90
2008-07-01,47,13,5,33,41,32,61,199,120,8,3.47,127,112,rcygB2rjqUBGa3mP9VxKPg,870,2,1207,8,160,902
2010-01-01,?,?,?,?,?,1,?,?,?,?,3.15,25,?,fLnF_LaRVxjQl67ZhMjFNQ,1,?,5,?,?,34
2009-12-01,1,?,?,?,1,1,?,1,1,?,4.08,37,7,5SzPVOBJKKftliHSZq5Q3w,7,?,3,?,?,24
2007-01-01,14,7,?,2,13,19,12,3,14,1,3.45,736,3,M7dQtu04OsFQRQLZqlJlxw,578,1,925,5,23,915
2007-07-01,?,?,?,?,?,0,?,?,?,?,3.88,8,?,PZZoUCBoxdKGtiY9x-hnKw,3,?,8,?,?,8
2007-08-01,?,1,?,?,?,0,?,?,?,?,4.5,10,?,2c31UbHeyQBUXwAuH6Ys9w,2,?,0,?,?,10
2008-01-01,28,4,1,7,17,4,12,25,42,4,3.9,190,20,XxWsOrQp0gCzDmvOsGvYyA,395,?,417,7,25,570
2013-06-01,123,?,2,1,54,12,43,22,82,3,3.5,174,94,03vp3tenQ0aQOr0AE5j8Uw,353,?,189,12,30,704
2012-08-01,?,?,?,?,?,0,1,?,?,?,4,12,?,yehRZvzxbdzr69Qw9yaS0Q,0,?,13,?,?,10
2008-11-01,1,?,?,?,2,0,1,1,1,?,3.78,18,3,rU8yMhWdCQLx2lUwxU8uSA,3,?,2,?,?,18
2014-02-01,?,?,?,?,?,0,?,?,?,?,3.67,3,?,iOPfu26Siat3sx-8SM63OQ,0,?,0,?,?,1
2012-08-01,?,?,?,?,?,0,?,?,?,?,4.07,14,?,emBphqO9RndSywB5B1_L3w,1,?,0,?,?,11
2012-11-01,?,?,?,?,?,0,?,?,?,?,1,2,?,9iD8gqFz7tweptIFNbxmqA,0,?,0,?,?,3
2007-06-01,?,1,?,?,?,0,?,?,1,?,3.38,24,?,z-q4z2RLP-d-FqvGnNJbtA,5,?,5,?,?,10
2010-07-01,?,?,?,?,?,0,?,?,?,?,4.43,7,?,Hr5EjzXbj8osJlE-ZZlIKw,2,?,1,?,?,4
2011-05-01,10,1,4,?,6,3,3,7,12,1,3.43,288,10,dh1ZXGKbT3tRcDH1Tr-_cQ,86,?,84,1,2,438
2012-07-01,?,?,?,?,?,0,?,?,?,?,1,2,?,I0RHVpEbCqSI8AOTmNFOFw,1,?,1,?,?,4
2011-02-01,?,?,?,?,?,0,?,?,?,?,3.64,14,1,X408TQ7GSzuLY0k-eeevkA,0,?,1,?,?,9
2009-07-01,5,?,2,?,11,2,9,6,15,?,3.83,63,11,_tGp650EdGkIZHwKs2aY6g,67,1,61,?,3,139
2010-06-01,?,?,?,?,?,0,1,?,?,?,3.35,49,?,4mj1BsL0k5sLRq1uLfVByQ,0,?,2,?,?,17
2010-07-01,3,?,?,?,?,0,1,?,?,?,4.45,41,13,9B_VU97UoYgR0WLbU8dikA,22,?,35,?,1,68
2006-03-01,?,?,?,?,?,0,?,?,1,?,4.13,30,6,6eDMcGz8_plGfURvXmVUFQ,18,?,25,?,?,28
2009-05-01,13,?,2,1,3,1,6,6,11,1,3.21,212,44,4HoS49iZkdUgUyksNpqrvA,79,?,63,3,6,272
2012-09-01,?,?,?,?,?,0,?,?,?,?,3.75,4,?,WTzVMsr5Pre2ZPtlUwWh8w,0,?,0,?,?,1
2013-04-01,?,1,?,?,?,2,?,?,?,?,2.74,27,1,x0ckK_MaNjdFPThR6_-gxA,2,?,8,?,?,25
2011-11-01,?,?,?,?,?,0,?,?,?,?,2.7,12,?,Zoi9zXFY6DpvGWY33_8_pg,0,?,4,?,?,8
2010-09-01,?,?,?,?,?,0,1,?,?,?,4.31,12,3,DAYx7CpojTLZ6CJ-X-yCgQ,1,?,4,?,?,11
2011-02-01,?,?,?,?,?,2,?,?,1,?,3.73,11,7,2FOj1mOTrePNok3kQfWyvw,4,?,1,?,?,3
2008-10-01,?,?,?,?,?,0,?,?,?,?,3.92,50,?,zxRhpU-ATbWKcDLEsFfT0A,14,?,29,?,?,81
2010-08-01,?,1,?,?,?,0,1,?,?,?,4.37,43,?,QnKaC8JVnLqy9K1KW6VltA,11,?,2,?,?,40
2014-02-01,?,?,?,?,?,0,?,?,?,?,1,1,1,5wfxBoDS0hfxeN-lbRuHWQ,0,?,0,?,?,3
2009-10-01,?,1,?,?,?,0,1,?,?,?,3.54,37,?,R-kP641Frh1NUAftXUAEJA,2,?,9,?,?,18
2013-05-01,?,?,?,?,?,0,?,?,?,?,5,1,?,NBpIHGhSuVtSZTgka7ijpw,0,?,0,?,?,0
2011-06-01,?,?,?,?,?,0,?,?,?,?,4.29,20,?,LJ2LofejJtbE7INygxpJPg,0,?,1,?,?,11
2010-08-01,?,?,?,?,?,0,?,?,?,?,3.74,32,?,aRinRrnTa1H4Ssj5h_wzgA,4,?,7,?,?,24
2011-10-01,?,?,?,?,?,0,?,?,?,?,3.58,36,?,jx021JgSzi7TVOMEIJWv-Q,4,?,3,?,?,25
2006-12-01,?,?,?,?,?,1,?,?,?,?,4.14,14,7,DWXc9EDCXpCct1uBLHT4Fw,2,?,0,?,?,4
2010-11-01,?,1,?,?,2,0,2,1,?,?,3.27,44,?,2AND4Sgni_q1CR2W2H5OjA,12,?,17,?,?,80
2010-08-01,1,?,?,?,?,0,2,?,?,?,3.8,20,?,1FsUY1f4MZmPHdrwYZ6V3w,6,?,1,?,1,9
2010-04-01,1,?,?,?,?,0,?,?,?,?,4.57,9,3,LydkWEJqtD4Ow7Th-Gk7uA,0,?,0,?,?,2
2008-07-01,4,1,1,?,5,1,4,8,5,?,4.05,91,22,kkDrD2dXd0_52PwSER8tzg,47,?,16,?,?,127
2010-05-01,4,?,1,?,4,3,1,1,?,?,3.82,57,9,HSfNIKyrpjGuh27nH4i0Ug,29,?,15,?,?,87
2013-07-01,?,?,?,?,1,1,?,?,?,?,4,6,1,-Z6NkbylDRrNxLzcC4m3Mg,6,?,6,?,?,13
2013-04-01,?,?,?,?,?,0,?,?,?,?,1,1,?,SrLiag-4LTp3A0ZBd7G5QQ,0,?,0,?,?,1
2011-03-01,?,?,?,?,?,0,?,?,?,?,3.46,37,?,-xl9DNFvcKf8v6lmYJkjRQ,3,?,0,?,?,24
2008-08-01,?,1,?,?,?,0,?,?,?,?,3.53,33,1,aiNWxSrNrRI3cgwbH4vw0A,9,?,11,?,?,31
2013-05-01,?,?,?,?,?,0,?,?,?,?,5,4,?,P1ZucJ5-JS8JtOmpRqr-lg,0,?,0,?,?,1
2009-12-01,?,?,?,?,2,6,?,1,1,?,3.77,26,3,Q85Y5vQ3d_sNLnfzWX06mw,21,?,14,1,3,80
2008-06-01,?,1,?,?,1,2,?,2,?,?,3.81,16,12,vaNuGM0tK71iR1-xg3nrfg,26,?,25,?,2,24
2008-08-01,29,3,6,?,2,11,15,2,21,1,3.61,276,9,kazm9pBM-79VeQFObzaZFA,121,?,88,1,6,339
2010-10-01,?,?,?,?,2,1,?,3,?,?,4.34,66,5,OGxuqUZtoynJ6ayz_VCfyQ,13,?,6,?,?,38
2008-03-01,?,?,2,?,?,1,?,?,?,?,3.57,87,1,RBhNiqaAU95xXYRf4gpnLg,31,?,56,?,?,78
2010-07-01,?,?,?,?,?,0,?,?,?,?,2,5,?,pY78D2VzREd8vVb5RNFp2Q,1,?,2,?,?,22
2011-08-01,?,?,?,?,?,0,?,?,?,?,5,2,?,TBi0Rvegjtd-bHd9vC0ryA,0,?,0,?,?,1
2012-04-01,?,?,?,?,?,0,?,?,?,?,5,2,?,LFFOb2_HufbLkXNoBTrKIw,0,?,0,?,?,3
2012-03-01,?,?,?,?,?,0,?,?,?,?,4.05,22,?,2lDxT5vQAKH_EPPbxAACBQ,5,?,2,?,?,10
2010-07-01,?,1,?,?,?,1,1,?,?,?,3.33,15,3,SPDbromboP3gU8M562CW0w,4,?,1,?,?,6
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,8ITVDdfK07owxCA1x878Vw,76,?,198,?,2,177
2014-02-01,?,?,?,?,?,0,?,?,?,?,1,1,?,u3poEkM25GHonjqgxyp29A,0,?,0,?,?,0
2009-03-01,1,1,?,1,2,0,1,1,1,?,3.66,81,1,CdKX95dMySpzWX4XQ2k01A,28,?,8,?,?,81
2010-03-01,1,?,?,?,?,3,?,?,?,?,3.7,10,3,c8Hn7WwLY_Pj4hSg_PdkhA,9,?,4,?,?,21
2007-06-01,35,4,7,?,41,18,26,29,57,?,3.99,538,53,uu5qlI41K1g30bZpNhgRKg,579,1,309,2,14,1279
2010-07-01,?,?,?,?,?,0,?,?,?,?,5,2,3,vXR4PSZPrqc093TMF9ANoQ,0,?,0,?,?,0
2011-10-01,?,?,?,?,?,0,?,?,?,?,4,3,1,Yw8wBKgA7rgTLSdDQHGcig,0,?,0,?,?,1
2012-08-01,?,?,?,?,?,0,?,?,?,?,3.75,4,?,_AhWcQKQMirBW8RrkIUbRg,0,?,1,?,?,2
2011-07-01,?,?,?,?,?,0,?,?,?,?,1,2,?,zJU0H-OQIbSfU9tStgFEtg,0,?,0,?,?,2
2006-01-01,2,?,1,?,1,1,1,3,3,?,3.98,89,1,lv6XD_QZKcYqS62MWBaPdg,34,?,12,1,1,63
2013-10-01,?,?,?,?,?,0,?,?,?,?,3,6,?,l6PKBSi09-Qi0v3T9IZwCw,0,?,0,?,?,0
2010-10-01,?,?,?,?,?,0,?,?,?,?,3.12,8,?,rubV7YvonUcJFe2dnIFgCw,2,?,1,?,?,12
2014-07-01,?,?,?,?,?,0,?,?,?,?,5,1,?,LDrpATl7viHfGGeUKzPeZA,0,?,0,?,?,0
2011-09-01,?,?,?,?,?,0,?,?,?,?,1.73,8,1,10JcHKBgCCFV-Gd3TTwnTw,0,?,1,?,?,1
2013-09-01,?,?,?,?,?,0,?,?,?,?,5,1,?,QEgOEIbxNLaNF9ly_wV61Q,0,?,0,?,?,0
2012-08-01,?,?,?,?,?,0,?,?,?,?,5,2,?,8RNMtQ9IT0mfiZMn1pQWuw,0,?,0,?,?,0
2010-01-01,5,4,3,?,12,9,1,6,7,?,3.5,105,12,XvQ6aCBfxP9QnWSZKifhoA,114,?,97,?,?,238
2009-11-01,1,1,?,?,?,0,4,?,4,?,3.55,71,1,7j3ExkVj_ecgkzlkxtFxrw,24,?,6,?,?,86
2009-07-01,2,?,1,1,3,2,8,6,2,1,3.78,77,18,Orf6p06pNjMHuPXypLbn-w,53,?,76,1,3,105
2008-07-01,?,1,?,1,?,0,?,?,?,?,3.66,40,4,no9odAfwocTruGYGNUVcIg,8,?,7,?,?,51
2011-06-01,?,?,?,?,?,1,?,?,?,?,4.07,14,1,PxGbiW_dr6XocZs_1e54tg,5,?,2,?,?,19
2009-07-01,1,?,?,?,?,2,1,1,?,?,3.36,43,?,dRko0-SaRcSaP5gR-5uxuA,7,?,7,?,?,50
2010-06-01,1,1,2,?,2,3,3,?,?,?,3.58,208,4,Au8zxtMKpouKEfG0GnXo-A,28,?,21,?,?,134
2011-05-01,27,8,2,2,16,23,12,17,51,1,3.51,598,23,vLFk6nslFe35NKvlU2Tz9Q,329,3,257,1,7,880
2011-09-01,?,?,?,?,1,2,?,?,?,?,4.65,34,?,QJPOP71pcBwdT2tD7CNrzg,9,?,6,?,2,52
2010-05-01,1,?,?,?,?,0,3,?,?,?,3.15,20,3,MQPvn-sKbAqLS4tNtb8t1Q,5,?,6,?,?,20
2012-10-01,?,?,?,?,?,0,?,?,?,?,3.65,17,?,B8HBGwLTTWWM8kqLhix_2w,3,?,1,?,?,13
2011-03-01,?,?,?,?,?,1,?,?,?,?,2.89,11,1,BxqtPbHOx8fqfv2PpLGcvw,2,?,5,?,?,24
2011-03-01,?,?,?,?,?,0,?,?,?,?,2.6,5,2,cKbqqa6XluvF3n6EVGzu_g,1,?,1,?,?,12
2012-10-01,?,?,?,?,?,0,?,?,?,?,4.67,3,?,yfWlinXvvv3C1QTuO6Yv9A,0,?,0,?,?,3
2012-08-01,?,?,?,?,?,1,?,?,?,?,1,2,?,SOLCEAAubR1tK6Wi7QJexA,1,?,2,?,?,11
2008-02-01,638,30,7,40,166,110,253,518,587,27,3.75,1249,251,VESaDn1MpEIAC7C-SvGO2w,4229,41,3164,68,201,5675
2010-04-01,1,?,?,?,?,2,?,?,?,?,3.54,25,?,5vhRsjbHGL6bwnee5DZ4KQ,7,?,4,?,?,44
2007-04-01,4,2,1,?,1,5,2,1,5,?,2.57,166,13,gqtak7Wz8azWHlAMkx6Acg,94,?,230,?,2,316
2011-06-01,1,?,?,?,2,0,1,1,?,?,3.45,52,1,GiRGlCK8cKx8NXZBDQ5dfw,5,?,9,?,?,40
2011-01-01,29,2,3,?,18,17,15,25,26,?,3.76,327,58,sgkRdA1a1Vymdp83Qbikig,146,?,111,2,10,383
2010-10-01,75,2,4,2,24,7,19,27,89,1,3.88,264,41,K_nrZRDnIM1LH1HPVX1_6Q,220,1,159,7,19,427
2006-07-01,?,?,?,?,1,1,1,?,?,?,3.45,47,1,xOe-ZopdYiu8ijimmtdrnA,8,?,8,?,?,26
2012-10-01,?,?,?,?,?,0,?,?,?,?,2.75,3,?,YkaurZKYpd3KKOxH61kmBA,0,?,0,?,?,0
2012-11-01,1,?,?,?,?,0,?,?,?,?,3.93,14,1,9FXS0laRk6JLhRoHpq0MNw,6,?,4,?,?,8
2011-12-01,?,?,?,?,?,0,?,?,?,?,4,1,?,zG47E-MKHT1Yea5us2crBg,1,?,0,?,?,0
2013-02-01,1,?,?,?,1,1,2,?,?,?,4.06,18,?,clKTx-oACO0rwblV40tpWg,6,?,7,?,?,20
2009-07-01,?,?,?,?,?,1,?,1,?,?,3.77,22,?,oc83z2R6banyLc88VlELlA,8,?,7,?,?,26
2012-07-01,?,?,?,?,?,0,?,?,?,?,1,1,?,8CuL35s__PeCu7tUKjaoIw,0,?,0,?,?,1
2011-05-01,?,?,?,?,?,0,?,?,?,?,3.4,12,1,k757Jx5Sa3dfqGAOSqJLpA,4,?,2,?,?,13
2010-09-01,10,2,1,?,4,3,4,7,2,?,3.66,34,20,7zBbi9ux0WUU9LByZjCwgw,34,?,22,2,1,98
2008-07-01,28,3,7,2,26,15,20,26,29,?,3.89,266,50,uV8hVTLUUDb5PM2uGUSHVA,322,2,108,3,5,531
2009-02-01,?,?,?,?,?,0,?,1,?,?,4.4,11,2,OtRm66XaqoJYOuTMb94fsg,4,?,6,?,?,15
2007-08-01,7,?,2,?,7,10,9,4,9,?,3.74,276,22,dFSg9ZUwdvXO1c1ZACgZzA,132,?,74,?,5,352
