@relation userReviews

@attribute user.yelping_since string
@attribute user.compliments.plain numeric
@attribute user.compliments.more numeric
@attribute user.elite numeric
@attribute user.compliments.cute numeric
@attribute user.compliments.writer numeric
@attribute user.fans numeric
@attribute user.compliments.note numeric
@attribute user.compliments.hot numeric
@attribute user.compliments.cool numeric
@attribute user.compliments.profile numeric
@attribute user.average_stars numeric
@attribute user.review_count numeric
@attribute user.friends numeric
@attribute user.votes.cool numeric
@attribute user.compliments.list numeric
@attribute user.votes.funny numeric
@attribute user.compliments.photos numeric
@attribute user.compliments.funny numeric
@attribute user.votes.useful numeric
@attribute review.business_id string
@attribute review.date string
@attribute review.review_id string
@attribute review.stars numeric
@attribute review.user_id string
@attribute review.votes.cool numeric
@attribute review.votes.funny numeric
@attribute review.votes.useful numeric

@data
2008-03-01,3,1,1,1,3,4,8,3,4,?,3.21,144,12,45,?,58,?,5,260,LLR8iqKn7nmfwXWl1S13Lw,2013-12-26,3JIYHSUVbD4RYi4Hb8FzeA,2,_xf2ECTRftPV4bzK4mGYEg,0,0,2
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,upKjWj5qf-wcZOgf-4XKIQ,2007-08-20,kdE0ljg8iDYRQ0P9fyIFLw,4,bDk2XvjJlK8fsiL6C1HpEg,0,0,1
2009-12-01,87,3,2,2,34,20,22,33,40,1,3.92,303,31,281,14,418,2,15,540,mygl9lptIc4p1kPYnWSncA,2010-09-20,omaovlCWWBCso3ACRI_noQ,5,vEc7evQDo09ttI3HA9655Q,1,0,0
2008-02-01,129,10,?,13,10,5,88,94,143,6,3.48,91,53,115,8,142,11,110,160,c1cGCn1syl9_c6XKEu4Mhg,2009-08-18,kOIQZWbg9OsSU54nRZcUPA,2,TCqjsTEPFLfjdCxI2Zq1WQ,0,0,0
2008-05-01,12,3,?,?,3,3,2,1,5,?,3.6,132,8,138,?,123,?,2,297,c1cGCn1syl9_c6XKEu4Mhg,2009-09-10,rZQE1crKB8ntpVawpoQ0cQ,3,uSlKnryLlnD3mvmG6DIyCg,3,1,1
2008-03-01,3,1,1,1,3,4,8,3,4,?,3.21,144,12,45,?,58,?,5,260,HOMBFwgPLC_Wc9k7Obo7OQ,2008-12-01,Ww-FPhHkv65ucrmuFFIaOw,3,_xf2ECTRftPV4bzK4mGYEg,0,0,0
2011-02-01,5,?,?,?,1,2,2,2,4,?,4.47,45,47,2,?,5,1,1,23,FcmegKpfN3-URlKGgbSyKg,2013-07-11,fROVjFzyNIHMU_4dScrxYQ,5,6MYEMoBDkhNj76KA_hzEyw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,FcmegKpfN3-URlKGgbSyKg,2013-10-02,I1gEK6PeuH1v7VvmR5z1Bg,4,RvweNJFVkR3ttkWsIBy7nQ,1,0,0
2008-05-01,12,3,?,?,3,3,2,1,5,?,3.6,132,8,138,?,123,?,2,297,CLW4LJCYbAkwlgNWB2rVbQ,2009-01-02,LM73mZZsk03IuFIhpUVW4g,4,uSlKnryLlnD3mvmG6DIyCg,0,0,0
2011-09-01,?,?,?,?,?,0,?,?,?,1,3.32,56,2,12,?,12,?,?,64,CLW4LJCYbAkwlgNWB2rVbQ,2011-11-06,DgUq56E2GMC2PkY0Er88kw,4,XmSPy_RTZArCirAqWsVP6w,0,0,0
2009-10-01,7,?,?,?,2,6,4,?,?,?,3.26,94,4,33,?,66,?,3,192,CLW4LJCYbAkwlgNWB2rVbQ,2011-12-01,e4rHdmO6G-4tcYTtW_qYrg,4,RueYG7VZjO5HjJz9DD3YsA,1,0,1
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,SCkHO3E2ulcal8YhxucgyQ,2010-09-01,Az9lY4ZsuaUMvGXPCuRgsQ,5,OtpHvQFGbZ4sONaQAXankg,0,1,1
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,EBF9x0PFZezvFhV4olMW-g,2005-09-20,AtINzOOBNY9HiS7id3xNbg,4,8ITVDdfK07owxCA1x878Vw,0,1,0
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,2qF0zck7dlPnB1X6asJBXw,2005-12-20,I7XkxsfhRkd3WanLP2jISw,4,8ITVDdfK07owxCA1x878Vw,0,0,1
2009-05-01,1,?,?,?,?,1,1,?,?,?,3.25,24,?,8,?,9,?,?,17,hSl4HdPdu6ohwFKJPfj93A,2009-05-20,T8sJ3ztc9UbLgpR2P_mjdA,4,DVWIxcfkjxri5UruYABkrQ,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,hSl4HdPdu6ohwFKJPfj93A,2014-07-01,qdUXE85-a10aJWjLXTPAIg,4,RvweNJFVkR3ttkWsIBy7nQ,1,0,1
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,d6XyDGhXXW_KlxtiWz7hew,2005-10-28,DvRALsvf2fwf8dbBzbaWJA,2,8ITVDdfK07owxCA1x878Vw,1,1,1
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,jsmGUmgbyAoLOmDq1gF6Aw,2007-05-03,vVg8GXOmbXXpDpusYM0M9A,4,8ITVDdfK07owxCA1x878Vw,1,0,0
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,uwjl8UJhUINe_RwbgZsgsg,2007-08-22,KnQ1bD3AGQiolKJnuFBLGQ,3,bDk2XvjJlK8fsiL6C1HpEg,0,1,2
2008-05-01,12,3,?,?,3,3,2,1,5,?,3.6,132,8,138,?,123,?,2,297,cTuhBA_w1wtYLo3AKoGYRA,2008-05-29,3j95wNjcQPTEnVMLR5uHuw,5,uSlKnryLlnD3mvmG6DIyCg,2,2,2
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,CQDpilFXuke4O2lt8-WeZA,2005-12-09,On211iIlybR313XZqCwrQw,3,8ITVDdfK07owxCA1x878Vw,0,0,2
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,CQDpilFXuke4O2lt8-WeZA,2006-11-14,tUBmPEXtIg5fwP2YHpcv1A,3,aYhKsAUQaaRGgdgcZC5XAw,0,0,1
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,ooJW9myvGU9dPbHAZ1lGtg,2007-08-21,JFa6IKdbQMFHnzG_TXPxVw,5,8ITVDdfK07owxCA1x878Vw,0,0,1
2007-07-01,?,?,?,?,?,0,?,?,?,?,3.88,8,?,3,?,8,?,?,8,ooJW9myvGU9dPbHAZ1lGtg,2010-09-26,VNOgNNW_VhTLrlcXuF6V-A,5,PZZoUCBoxdKGtiY9x-hnKw,0,0,0
2009-12-01,87,3,2,2,34,20,22,33,40,1,3.92,303,31,281,14,418,2,15,540,QxXxClmpVcsVlpv3Pvn4mA,2010-09-20,8h3o3cvNIx3tAfxVeLERog,4,vEc7evQDo09ttI3HA9655Q,0,0,0
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,mfg_CS6IXZwfeUGGWKRUrg,2007-04-09,1HPufsgfiJVu1jM7v9PIqw,5,8ITVDdfK07owxCA1x878Vw,2,1,5
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,YL29e6T9g_gOMJbkd7OKeQ,2007-03-04,04TnHfpCzh-RTnx3WpJ9qg,3,aYhKsAUQaaRGgdgcZC5XAw,0,2,0
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,_z9UrC5hCTBK1JIgQD0YDw,2005-11-21,Jww7r9sykWjzWfE0Wxbb1Q,2,8ITVDdfK07owxCA1x878Vw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,_z9UrC5hCTBK1JIgQD0YDw,2008-10-15,TpHjOBC0suU_TheOzni08Q,2,ZYaumz29bl9qHpu-KVtMGA,1,3,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,_z9UrC5hCTBK1JIgQD0YDw,2010-10-23,gaGJrWoo3-1gyq7zf8ljwQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,R-uBWKTDv8FS3Scskr6UCA,2012-01-09,vueLENR6WX3OfukohGh85w,1,MPKMK36Xp0GuaWaXlUwZ8Q,0,1,4
2011-02-01,?,1,?,?,?,1,?,?,?,?,4.06,44,8,1,?,7,?,?,15,R-uBWKTDv8FS3Scskr6UCA,2013-09-03,Oiw4PIzR9DsRXFX9szBEHQ,3,q2_xNGF6nhsOoD2NpOa5dg,0,0,1
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,aP9wnNPiOIWCyk27ZTeRqQ,2005-08-16,RJpqkP7HkCu7JF7gHP-Byw,4,8ITVDdfK07owxCA1x878Vw,1,0,2
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,aP9wnNPiOIWCyk27ZTeRqQ,2007-08-20,VNVEi9dGer4gkqBGngSB7g,4,bDk2XvjJlK8fsiL6C1HpEg,0,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,aP9wnNPiOIWCyk27ZTeRqQ,2008-04-13,H6sKxkVLA345gyNPZtKg7A,3,aYhKsAUQaaRGgdgcZC5XAw,0,0,1
2009-07-01,1,?,?,?,?,2,1,1,?,?,3.36,43,?,7,?,7,?,?,50,aP9wnNPiOIWCyk27ZTeRqQ,2010-09-20,Cr61I5S4mzn0CELP-Bq-6A,3,dRko0-SaRcSaP5gR-5uxuA,0,0,0
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,aP9wnNPiOIWCyk27ZTeRqQ,2011-04-13,oqq9HacdX4eT7j7noOriDg,2,MPKMK36Xp0GuaWaXlUwZ8Q,0,1,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,aP9wnNPiOIWCyk27ZTeRqQ,2011-08-04,F5chWnzcV5OF2XKZYvwMzg,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,aP9wnNPiOIWCyk27ZTeRqQ,2013-06-05,J_TSBNo9w3dQnCP9pEcCkw,4,EEYwj6_t1OT5WQGypqEPNg,0,0,0
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,jMuL6rhpAMlZUjxCRhoszg,2007-08-20,Vjj2LrHQ33d8VlpSqb3xpg,4,bDk2XvjJlK8fsiL6C1HpEg,0,1,0
2009-10-01,7,?,?,?,2,6,4,?,?,?,3.26,94,4,33,?,66,?,3,192,jMuL6rhpAMlZUjxCRhoszg,2009-10-12,EH5CHddBQxvaMfzTpbMR8A,3,RueYG7VZjO5HjJz9DD3YsA,0,0,0
2009-07-01,1,?,?,?,?,2,1,1,?,?,3.36,43,?,7,?,7,?,?,50,jMuL6rhpAMlZUjxCRhoszg,2010-08-02,YBsEdpIwMKKT_bVqNYLJMQ,2,dRko0-SaRcSaP5gR-5uxuA,0,0,0
2008-05-01,12,3,?,?,3,3,2,1,5,?,3.6,132,8,138,?,123,?,2,297,GBfdZmhW-o-y_ibUh-A30A,2008-08-16,l4DNL-Zxdl0x9y4FNIw-mQ,4,uSlKnryLlnD3mvmG6DIyCg,0,0,4
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,GBfdZmhW-o-y_ibUh-A30A,2009-07-05,-A1R_AGsnzpmosv6eyfklg,5,_cOXx98-ZiOgxjib-ZdYGA,2,4,1
2009-05-01,?,?,?,?,?,0,1,?,?,?,3.18,27,1,1,?,8,?,?,51,0Y-DGPgUpUD-_6_l_q-iOw,2013-12-07,4RcJPEcJVpinUjIXuJYbbQ,1,awmiM7bsZZLv_WgiTXgRbw,0,0,0
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,ZVCdIgZhGgnGBdzt2Y0Iiw,2005-11-01,SNEEICJMOLtpouqv8CSzpA,2,8ITVDdfK07owxCA1x878Vw,0,0,1
2008-09-01,42,2,2,1,21,7,19,33,38,2,3.67,124,60,142,?,85,2,7,231,ZVCdIgZhGgnGBdzt2Y0Iiw,2013-07-06,x6pnXttQMF5jTUHP3x08pw,2,_ohPF8fo5ifWiMOrEPrC8Q,1,1,1
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,IVPXZZXklwOc5cbZV-mLRg,2007-08-20,Owa_d0saOMfzCYb8qInElA,1,bDk2XvjJlK8fsiL6C1HpEg,0,2,1
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,IVPXZZXklwOc5cbZV-mLRg,2008-09-30,QQjDvzhJl5J8Y6pR6S5row,4,aYhKsAUQaaRGgdgcZC5XAw,0,0,1
2009-07-01,1,?,?,?,?,2,1,1,?,?,3.36,43,?,7,?,7,?,?,50,IVPXZZXklwOc5cbZV-mLRg,2010-03-09,xMaYc3mOhiocBlshorD5Wg,3,dRko0-SaRcSaP5gR-5uxuA,0,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,IS7OgA06mNbb3PKfPAeK7Q,2007-12-27,3Jp8lK9RPEOeONt4gbMp3A,3,aYhKsAUQaaRGgdgcZC5XAw,1,1,1
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,nX6u04km5inbGEbgnaJ-8Q,2006-10-22,x13mokQn4yrQfUZ_mOQ4ig,3,aYhKsAUQaaRGgdgcZC5XAw,1,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,nX6u04km5inbGEbgnaJ-8Q,2009-01-18,zGoBIxj8hbAqLSOWXwGZUQ,3,aYhKsAUQaaRGgdgcZC5XAw,1,0,1
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,Wv7AqSOOnMR676h3bZWyJw,2007-09-29,03zxKtUAK90_k8b2S9FDJQ,4,aYhKsAUQaaRGgdgcZC5XAw,0,1,0
2009-05-01,1,?,?,?,?,1,1,?,?,?,3.25,24,?,8,?,9,?,?,17,slyBpcL9O_pU1ljR5tCBxQ,2009-06-11,36JrSkZi4IQQr2jzfwlQKg,5,DVWIxcfkjxri5UruYABkrQ,0,1,0
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,c988uFe1-6Xix-vUTd9rMQ,2009-04-29,1Yhh7MLpD9pkXUxbUeT64w,4,_cOXx98-ZiOgxjib-ZdYGA,1,2,3
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,M9hINQo_GnEenib_3wA33Q,2005-10-24,FXS6x2DKl9g8Vp3qc0D26w,3,8ITVDdfK07owxCA1x878Vw,0,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,MAQuGx-ontt6sFidiyivRQ,2007-06-09,h8viWcARVEcm4-2FLNIzEw,5,aYhKsAUQaaRGgdgcZC5XAw,0,0,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,MAQuGx-ontt6sFidiyivRQ,2009-05-16,KyepxM8bNZceFnFfFmt3gg,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,MAQuGx-ontt6sFidiyivRQ,2010-11-30,pyaPDiOq0it-ttsj0ZAtow,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,MAQuGx-ontt6sFidiyivRQ,2013-04-21,NAT9_qATddBIA2UYoenpNA,2,_cOXx98-ZiOgxjib-ZdYGA,0,1,2
2010-10-01,3,1,2,?,3,2,5,1,2,?,3.9,65,1,16,?,4,?,1,59,MAQuGx-ontt6sFidiyivRQ,2013-06-25,s99KAVggv5boi90cRKRKmg,3,reI1yQImDR-1a55zVZZPHQ,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,MAQuGx-ontt6sFidiyivRQ,2013-08-05,MdBgI3Rqy740u8thZ2EHBw,3,OtpHvQFGbZ4sONaQAXankg,0,0,1
2012-12-01,?,?,?,?,?,1,?,?,?,?,3.88,24,?,5,?,1,?,?,18,MAQuGx-ontt6sFidiyivRQ,2014-04-30,0vy_o2H6RwKEQ7LGPOtcSQ,3,lcNncIDyL4RRRVGFUi4ckw,0,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,fBBMlJIud_LXrTV-zfkM0g,2006-11-29,VmAWymJxt3Rc4oL4pUjzJg,2,aYhKsAUQaaRGgdgcZC5XAw,1,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,fBBMlJIud_LXrTV-zfkM0g,2008-09-23,eGTXki2avsvBdE30DYUBdw,4,ZYaumz29bl9qHpu-KVtMGA,2,3,5
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,AV81CF9cHqUW0HKaELreYA,2009-01-08,0TXSBH8zGM0MtVqnBo8KNQ,3,aYhKsAUQaaRGgdgcZC5XAw,0,0,1
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,la6HHAjs9DKETo0qxLAgDg,2009-04-29,X3q-rJrY1qul-STHsZBUHw,5,_cOXx98-ZiOgxjib-ZdYGA,1,1,1
2009-12-01,87,3,2,2,34,20,22,33,40,1,3.92,303,31,281,14,418,2,15,540,la6HHAjs9DKETo0qxLAgDg,2010-09-20,vRhmTRmFSOavgdlplHe3SA,5,vEc7evQDo09ttI3HA9655Q,0,0,0
2011-10-01,6,?,3,?,5,3,4,3,10,?,3.98,217,7,50,2,27,?,?,195,la6HHAjs9DKETo0qxLAgDg,2012-06-14,PNOJ4tsY31qXHy1P26MJpQ,4,cBBarVpwP94MsS63W4KKZg,0,0,1
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,rcF4ynGx5ySNQ3UFRPpcKA,2005-11-30,A4-0aHtGWZpDhDMFVolINA,3,8ITVDdfK07owxCA1x878Vw,0,0,0
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,rcF4ynGx5ySNQ3UFRPpcKA,2007-08-20,_I00pB9en2oDqmO1jkP7Aw,1,bDk2XvjJlK8fsiL6C1HpEg,1,0,0
2008-03-01,3,1,1,1,3,4,8,3,4,?,3.21,144,12,45,?,58,?,5,260,rcF4ynGx5ySNQ3UFRPpcKA,2008-09-08,9tbDAOconwETGGPmu7Ggkg,3,_xf2ECTRftPV4bzK4mGYEg,0,0,1
2010-01-01,24,3,3,1,16,7,22,11,46,4,3.77,225,30,152,?,83,1,5,281,rcF4ynGx5ySNQ3UFRPpcKA,2012-10-21,rHLSbzjWeuUhptx2sA8k8g,4,hhVKwwMkejIS9f5_OILtBw,0,0,1
2011-10-01,8,1,?,?,6,1,8,5,7,?,4.15,75,20,55,?,23,1,1,100,rcF4ynGx5ySNQ3UFRPpcKA,2012-12-12,Mxr3UA88wLOACfgFhaOPDQ,4,SEJWhA6MRIavK4b3pGxwTg,1,0,2
2011-10-01,6,?,3,?,5,3,4,3,10,?,3.98,217,7,50,2,27,?,?,195,rcF4ynGx5ySNQ3UFRPpcKA,2013-02-26,1SVfyQBSZBFQWglY883kAQ,5,cBBarVpwP94MsS63W4KKZg,1,1,2
2011-02-01,5,?,?,?,1,2,2,2,4,?,4.47,45,47,2,?,5,1,1,23,rcF4ynGx5ySNQ3UFRPpcKA,2013-07-11,aCSym8XEitVFes4AtBrzvg,5,6MYEMoBDkhNj76KA_hzEyw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,ZyaqYNhN6K6DIt21MesYoQ,2008-02-12,BlY1XXcFKSbCxIuM3boa4A,5,OtpHvQFGbZ4sONaQAXankg,0,0,0
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,XgNy4vCHn-1NVzu6xgZIxg,2005-11-22,qJ2jy9qlDQQF-x1nnWo9Ng,4,8ITVDdfK07owxCA1x878Vw,0,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,XgNy4vCHn-1NVzu6xgZIxg,2008-01-02,DZ_yx7EO-G-TyXXmgMeeXg,5,aYhKsAUQaaRGgdgcZC5XAw,1,0,0
2011-10-01,6,?,3,?,5,3,4,3,10,?,3.98,217,7,50,2,27,?,?,195,XgNy4vCHn-1NVzu6xgZIxg,2011-12-19,_XOzxq487lTWBnctRHev-w,4,cBBarVpwP94MsS63W4KKZg,0,0,0
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,bXwFv2IslBSzkMPFkS_aLw,2007-08-20,UhsTQu2sIyonUaI_FHvjng,3,bDk2XvjJlK8fsiL6C1HpEg,0,2,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,bXwFv2IslBSzkMPFkS_aLw,2009-08-04,LdC_kHW-gv39l1FdWOMf-Q,5,p4ySEi8PEli0auZGBsy6gA,0,0,0
2009-10-01,7,?,?,?,2,6,4,?,?,?,3.26,94,4,33,?,66,?,3,192,bXwFv2IslBSzkMPFkS_aLw,2010-01-16,6mFunxGqINQsVHdBfN6DgQ,4,RueYG7VZjO5HjJz9DD3YsA,0,0,0
2011-10-01,6,?,3,?,5,3,4,3,10,?,3.98,217,7,50,2,27,?,?,195,bXwFv2IslBSzkMPFkS_aLw,2011-10-11,bROFmmt-eMDhz1Grclb1mQ,4,cBBarVpwP94MsS63W4KKZg,0,0,0
2010-10-01,3,1,2,?,3,2,5,1,2,?,3.9,65,1,16,?,4,?,1,59,IbYYCuGqR4Lgfvf_WJTNuw,2013-12-22,2oa7QaWUvs1RjnWbJHS7PA,3,reI1yQImDR-1a55zVZZPHQ,1,0,2
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,3_dKevejfGY3eRj2xprRIQ,2010-02-15,rMNNAvuADLGxk60ODRpFyA,4,aYhKsAUQaaRGgdgcZC5XAw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,3_dKevejfGY3eRj2xprRIQ,2010-10-19,LugKvgBtnq5NV98cacM0jQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,QZFfD5SGIoe7WOWGHXWiTQ,2005-09-20,1oFSWBCF0g6N0qQRXfJbPw,3,8ITVDdfK07owxCA1x878Vw,0,0,0
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,QZFfD5SGIoe7WOWGHXWiTQ,2009-04-22,D5Ubf3kygm_ucfWDnlSdCQ,4,_cOXx98-ZiOgxjib-ZdYGA,2,1,1
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,QZFfD5SGIoe7WOWGHXWiTQ,2009-05-18,X7p0GLU0QQ8XDRTyl_YQAA,5,_cOXx98-ZiOgxjib-ZdYGA,2,3,4
2010-01-01,1,?,?,?,2,3,1,1,1,?,3.99,75,13,43,1,46,?,1,159,3zA339EbjuYmPpzDvEVHQg,2010-08-01,dDxnEuNu8U5LtmQCdiT2Jg,5,kj18hvJRPLepZPNL7ySKpg,0,0,0
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,_Aqv6vqRSE2hUeK0wS60Ug,2007-05-23,V0uVDXH-HQXjnXDcVoP6Cg,4,8ITVDdfK07owxCA1x878Vw,0,0,1
2008-02-01,129,10,?,13,10,5,88,94,143,6,3.48,91,53,115,8,142,11,110,160,qymr9oI_9DCswudVnbLmHQ,2008-04-04,-N8Q9pvMFL1YYNvA56pRLQ,3,TCqjsTEPFLfjdCxI2Zq1WQ,0,0,0
2008-05-01,12,3,?,?,3,3,2,1,5,?,3.6,132,8,138,?,123,?,2,297,qymr9oI_9DCswudVnbLmHQ,2008-11-12,DWigdoi6khqzayC8TofI9Q,3,uSlKnryLlnD3mvmG6DIyCg,0,1,0
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,4OXNgYFTNQxBmMR-0cV7Aw,2009-07-09,w2G7joBrNuwN1iuTnpMLtQ,4,_cOXx98-ZiOgxjib-ZdYGA,1,1,1
2008-03-01,3,1,1,1,3,4,8,3,4,?,3.21,144,12,45,?,58,?,5,260,J3A5V0Hl07o_KQSI2hHf_g,2009-01-10,8retIkM66UZJ8B46qy4hcA,4,_xf2ECTRftPV4bzK4mGYEg,0,0,2
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,J3A5V0Hl07o_KQSI2hHf_g,2010-04-01,_4n8YYD6K7Vr3hV0Almvqw,5,EEYwj6_t1OT5WQGypqEPNg,0,0,1
2011-02-01,5,?,?,?,1,2,2,2,4,?,4.47,45,47,2,?,5,1,1,23,J3A5V0Hl07o_KQSI2hHf_g,2013-07-11,GAGc330tA5XYyFmRR2mFxg,5,6MYEMoBDkhNj76KA_hzEyw,0,0,0
2008-09-01,42,2,2,1,21,7,19,33,38,2,3.67,124,60,142,?,85,2,7,231,J3A5V0Hl07o_KQSI2hHf_g,2013-12-09,ZFg2umP8IIHDK9S3YEnBjQ,5,_ohPF8fo5ifWiMOrEPrC8Q,7,3,9
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,lWtpoG_7K7wwyvggpdIDRQ,2009-02-22,ZxUQPq8_ja8pRRnLhdr7sQ,4,aYhKsAUQaaRGgdgcZC5XAw,0,0,0
2011-02-01,5,?,?,?,1,2,2,2,4,?,4.47,45,47,2,?,5,1,1,23,Cn5BOReDVZ_RVStyzs_TYA,2013-07-21,HXaaj2U3_qSCEipAEBjkDw,5,6MYEMoBDkhNj76KA_hzEyw,0,0,0
2008-03-01,3,1,1,1,3,4,8,3,4,?,3.21,144,12,45,?,58,?,5,260,cnc5Fu-xE1CKLI_bh7P01g,2008-07-06,RHuPncH-XpAITkpNrIh3Ag,2,_xf2ECTRftPV4bzK4mGYEg,0,0,0
2011-12-01,?,?,?,?,?,0,?,?,?,?,4.68,19,2,2,?,2,?,?,6,cnc5Fu-xE1CKLI_bh7P01g,2012-02-08,N6AxArpm6-8zooy-btwCMA,5,Jv6lq527bHVW1EbrqzZXag,0,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,FoHNVQQbiuY7CV8cc-iFzg,2008-06-10,R-kldkjOsvPvJNPwMh4l8g,3,aYhKsAUQaaRGgdgcZC5XAw,0,0,0
