@relation userReviews

@attribute user.yelping_since string
@attribute user.compliments.plain numeric
@attribute user.compliments.more numeric
@attribute user.elite numeric
@attribute user.compliments.cute numeric
@attribute user.compliments.writer numeric
@attribute user.fans numeric
@attribute user.compliments.note numeric
@attribute user.compliments.hot numeric
@attribute user.compliments.cool numeric
@attribute user.compliments.profile numeric
@attribute user.average_stars numeric
@attribute user.review_count numeric
@attribute user.friends numeric
@attribute user.votes.cool numeric
@attribute user.compliments.list numeric
@attribute user.votes.funny numeric
@attribute user.compliments.photos numeric
@attribute user.compliments.funny numeric
@attribute user.votes.useful numeric
@attribute review.business_id string
@attribute review.date string
@attribute review.review_id string
@attribute review.stars numeric
@attribute review.user_id string
@attribute review.votes.cool numeric
@attribute review.votes.funny numeric
@attribute review.votes.useful numeric

@data
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,Ryq600aoE3h8_qRQGIed9A,2008-08-20,-Nx7_eCLnhH3QBuqnKgrdg,2,ZYaumz29bl9qHpu-KVtMGA,2,2,2
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,Ryq600aoE3h8_qRQGIed9A,2014-07-09,dbIk8Kx0t8Ob4aCwFkVfGg,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,UV9c6A16IXXA7JmkTor8Tg,2008-10-06,Eg0SaMalaILe4yUM2Ea68w,2,ZYaumz29bl9qHpu-KVtMGA,3,6,5
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Q3GGB4ZMajP-Qmtdr1cVZw,2010-11-30,7-cxdevlGj9FfrAIOF9Atg,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,68JsiWNLKs8NDCrBCxIWMA,2013-07-20,HeVCoHjySmWlQ6mutbsgnQ,2,OtpHvQFGbZ4sONaQAXankg,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,PhdMPqSdLZi6IV8SdnpUAQ,2014-04-30,LLPzIe4OzDMGR2-G8LfbyA,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,eC4iEcRR3p5NLq9Zf80ZGg,2009-04-22,dOq4NYo6oWyTsaL_yqLvRQ,2,p4ySEi8PEli0auZGBsy6gA,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,eC4iEcRR3p5NLq9Zf80ZGg,2010-06-05,-AQNaItfJ6UQ3JBeqcYJSA,3,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,HLWtNcf3l-wKb6v9duteMQ,2008-09-02,R6ZCbBQddK-NXEiwnwNsaA,5,ZYaumz29bl9qHpu-KVtMGA,3,3,4
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,HLWtNcf3l-wKb6v9duteMQ,2011-01-21,UX42Dp4YaxXQELZMcj1pSA,4,EEYwj6_t1OT5WQGypqEPNg,0,0,3
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,XIZ259hZ6Yww3C0o97MgUQ,2009-02-11,Q97SVwrgt7CaYRHklcK4TQ,1,ZYaumz29bl9qHpu-KVtMGA,3,8,4
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,MONajnUQ5-IRtv8PSPn_yA,2014-02-10,0Wu7pTa2GWSu_G2nUDl0QA,4,RvweNJFVkR3ttkWsIBy7nQ,1,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,gzZsvqloSosWREQMHCm75Q,2013-01-13,XK21BlRx6cUYm-zTC6BJNg,3,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,Jb5SB2OXbRW0e7ErGlMK-Q,2008-08-21,o0FerMSXF6hdM4xVqrP1nQ,5,ZYaumz29bl9qHpu-KVtMGA,2,2,2
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,Jb5SB2OXbRW0e7ErGlMK-Q,2013-09-26,tdKPOP1m4XMR-C-5cHay5A,1,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,QwUHifLjoc5hoxa74jpwGQ,2013-06-03,gJH8i6h3im3iF4b8q2Mmhg,1,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,QwUHifLjoc5hoxa74jpwGQ,2013-06-12,PsTwauHs26CUPCiL3qBb9w,1,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,spiYqne1kXzYQxDTZfKt2g,2009-09-01,eQhk4o7q-WB_GaYDKJK4Tg,4,ZYaumz29bl9qHpu-KVtMGA,2,2,4
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,U_m1zmeKhRkqOLxHFBXdEg,2013-08-26,8cm5XuWP2kJt60l-IkEKHw,2,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,SqdO4jenDHNwHeSKmULPrA,2008-11-20,S74yJrFOzxvv9BW3ui8tsA,4,ZYaumz29bl9qHpu-KVtMGA,2,3,3
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,SqdO4jenDHNwHeSKmULPrA,2014-05-27,WNSXiF7RoahbMs3mFMpYhw,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,Hld3cjWyfPpW5hDcgXfNQA,2010-06-21,9zED8eHOnT2rEyrw0iXgqA,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Hld3cjWyfPpW5hDcgXfNQA,2011-09-14,kz9fzkE9XP7bnEQk3KcM5w,2,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,psze2Qlw2_dEsFpDj0N08w,2008-09-30,80hXG2jdgU54eBMywbbpAg,5,ZYaumz29bl9qHpu-KVtMGA,4,6,4
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,OxR3b_qcMJlzwzGPU5fmdA,2009-01-07,clbPAmXC6EZWPEBuTXWhGA,1,ZYaumz29bl9qHpu-KVtMGA,5,8,7
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,229b4Pen_-XsyZ3Y2ktxGA,2013-08-06,f-elyfpxyeCETWl2_XF67Q,1,RvweNJFVkR3ttkWsIBy7nQ,0,0,3
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,229b4Pen_-XsyZ3Y2ktxGA,2013-08-19,MQKmPqUKwPuRJyo4NlHE6g,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,2
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,229b4Pen_-XsyZ3Y2ktxGA,2014-02-02,xO5XupKPMUk-r-zkGMewdQ,4,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,ki33_SvM4kPjgA44Re8-zQ,2008-12-12,zvD2_8F_3qTSARS1AFkRxA,5,ZYaumz29bl9qHpu-KVtMGA,4,2,3
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,LWmlH8MwUnwMWN5Ma8utnQ,2008-08-19,v600MXHd2uFJ9Q64jbBSlw,5,ZYaumz29bl9qHpu-KVtMGA,2,2,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,LWmlH8MwUnwMWN5Ma8utnQ,2011-09-10,_2Wkv-v65CimFiBsCOlBdw,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,QfCHvy6v39xPH7CvCASlFg,2008-08-19,C2yPZlWnDubQ9n9WmRx9qA,5,ZYaumz29bl9qHpu-KVtMGA,1,1,4
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,QfCHvy6v39xPH7CvCASlFg,2013-04-12,jYaLo-80ocPZ3wY7-awtTQ,2,RvweNJFVkR3ttkWsIBy7nQ,0,1,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,l-N4ywQ0eOY1QTQgLgCp_A,2014-05-06,yobhnhXEnvYlRMV6tt8oOA,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,4pZeC9W0EIiBTOJMnwG2vw,2010-10-23,dOG0pFjuZ9OgtgKVaswuWA,3,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,FiP9q_YD5vgxu_Sflo5oZw,2013-08-01,tt7hQX5H5DUtIeHaF7Vx5g,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,FiP9q_YD5vgxu_Sflo5oZw,2014-03-13,LXTlXnDxIZmE7PB2pMSsyQ,2,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,FiP9q_YD5vgxu_Sflo5oZw,2014-03-29,Tk-8FEIRZoELzYa1B46GHg,4,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,FiP9q_YD5vgxu_Sflo5oZw,2014-05-19,0enCRtPOuGGb9looXbf9XQ,2,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2008-03-01,18,5,3,?,15,12,4,10,22,1,5,523,34,217,1,184,5,5,378,FIR1SRvSAMNTO3VvNaJn2g,2011-12-10,KYY4btoePniyZaN03TDgUQ,5,nJ_6gzvBj0mF943eWZ0cSw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,yg-a8RuKe-_uiPyrwmGogA,2009-08-21,jsbshui2hxIjRt04atsa4A,5,ZYaumz29bl9qHpu-KVtMGA,1,1,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,pACm1yLb9Pwc1mOuvC3UDw,2013-12-18,vN26FnR1sHrTw8-QA01c0g,4,RvweNJFVkR3ttkWsIBy7nQ,1,0,3
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,pACm1yLb9Pwc1mOuvC3UDw,2014-02-04,vdtoIuqbVDq_AyhQQfx72g,2,RvweNJFVkR3ttkWsIBy7nQ,0,1,2
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,-J-kQpDGIkX_1XHfi0HG2g,2013-09-19,qSz0Fh02pU8-BVaJBkRViw,3,OtpHvQFGbZ4sONaQAXankg,0,2,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,DdaBJ-NJrvXSjfNRhbA71Q,2010-09-25,Zi53ZSFybMBfOxv5yqzNTQ,5,p4ySEi8PEli0auZGBsy6gA,1,0,1
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,q1nDSpmV-FdTBNj6UuZvTg,2014-01-18,mmVtgxOhjf87NPOGTLl2Tw,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2009-07-01,17,3,5,?,2,7,12,6,10,1,4.16,317,17,119,?,121,?,6,383,bXHigawd9fIWzYDb81p_Vw,2012-10-17,7SV_s3eGW6CY3IzpvreGdQ,3,Au3Qs-AAZEWu2_4gIMwRgw,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,IM-9thHqQbBK5tX5MfTzBQ,2014-01-04,-gWQj4b6Jb6PFmg2Yy-gvA,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2009-08-01,?,?,?,?,?,0,?,?,?,?,4.25,11,?,4,?,0,?,?,18,jBb5KHHAj4s8hcXVS6QXDg,2014-06-27,YV4PSmPqr6_SulSO9HrsjA,5,QnhQ8G51XbUpVEyWY2Km-A,1,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,K0ZTFp0Lbn-hRiQa5IzmQw,2014-01-05,yY9l1MT9tBH_xzJ8AszV3A,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,ewZlgc22xN5NNQ1H7U6Y7g,2014-01-16,s63twNaPSilDyY6VbgoQ2w,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,nk6_ipMkmUvUtq6Xvncf0A,2013-07-02,3PfxchDgnchHEuOp04Szvw,4,jE5xVugujSaskAoh2DRx3Q,1,1,1
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,nk6_ipMkmUvUtq6Xvncf0A,2014-03-07,fVTqjiy63CNTbVKamvT0Yg,2,jE5xVugujSaskAoh2DRx3Q,0,0,1
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,I4gmp-5ijxKmkiALRUiZBA,2014-01-12,neZffXWeQbb-Os4J12PAOg,2,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,qZXZvY6Y2QreIYcS9uv65g,2014-01-12,W9n-EGaA8Wk2npp6987-xg,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,TxxhWPMILH40JlZbX7KNHA,2014-01-04,k1Y3pJO52E-RcOiHXsmeqg,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,wiI1M3c-R46pRhGYO1FHWQ,2014-01-02,8Ntz0ChfU_miuvkr-HgzwQ,5,jE5xVugujSaskAoh2DRx3Q,0,1,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,9d0YIrD0z-XayGJC8z0p3A,2014-01-12,L9PudOkfVl1E2uzuI2luvg,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,LMG0zsAkUSscIvmV9vvm3A,2014-01-04,-OB1F-uPQS3oXjO1dSTiBQ,3,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,h762dZ33uhSKtLZ-21u6Jg,2014-02-03,sVurloD5eMft7f7ZwnpGvQ,3,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,h762dZ33uhSKtLZ-21u6Jg,2014-03-01,wm4rc_Ur5mZ9n7nDO7PmxA,3,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,Y9wyhP64t5IWJxoLrUV5Dg,2014-01-05,H8nfrwYG_bDfd7npt8xM4A,1,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,eXxULzJRIutN6wF1mQH2Tw,2014-01-04,kYNxcw09oXF5Q9l8UHAOUw,2,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,AydLCqa6veiY7-uYEczEGg,2013-10-05,ClZqJr_hYVtXfyX0I9cgZg,2,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,XA-mMT47rFZNEllPBCYWQQ,2014-01-05,LWOvGUH4PxhGdUx8zybmbw,2,jE5xVugujSaskAoh2DRx3Q,0,0,1
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,y5wCKFxsX4hlUcdaHSK9Sw,2014-01-02,Gas6DoazuIK9v7wPNCy6Ig,1,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,uG5yrHPZkgP1dlSnmcM8lA,2014-01-17,0BgClKWl546ank5jUojJqw,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,Pr9rQKypHgC_J1AfufxzIw,2014-06-08,K_CJSYPaRRqTe9U8tQGluw,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,QniH_NAABATeAx45mQ4ESQ,2014-01-02,GZPklaFPtX4Q6iXXtV0Xww,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2009-04-01,2,?,?,?,?,0,?,?,?,1,3.78,55,7,16,?,20,?,?,56,r09Kgul5TUPtHvRVRJ-sWw,2009-05-31,uRs7kiMESfSbRrJ-GEhsIw,3,MnXcXwr0keJpkIiwuPsOKg,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,QSagAN6qbWZptWd-TPtrlw,2013-10-23,sX1kh-4i2p3uXRepgr2Alw,3,RvweNJFVkR3ttkWsIBy7nQ,0,1,0
2009-07-01,?,?,?,?,?,0,?,?,?,?,4,7,?,0,?,1,?,?,0,0rj2xW1YKAbfHxe804Fefw,2009-07-03,JAQOYvD5E7iggtbEMGebmA,1,4K7YXIl77EOHlTfSUjLCDw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,0rj2xW1YKAbfHxe804Fefw,2012-08-30,aswgP7ZF7iNCQnCx6yrMSw,4,RvweNJFVkR3ttkWsIBy7nQ,1,0,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,dylp6k9_Du-oojW5lVNwyA,2011-03-26,09ng-gOfe2ikhzs0NcHt_Q,1,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,PvRGbTosdScecvPlB5kVfA,2010-10-29,YP2gyXZSUTSUqcp2cJCrtQ,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,UvcJirkbNRDMhtPsr4FeAQ,2011-03-06,6L6dJzXlY4OMFBngiUGeXA,1,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,UvcJirkbNRDMhtPsr4FeAQ,2013-05-29,bNrabDJcSD1NtuXQhDMzzA,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,kQwOqgf1GJ9rGoR63aODgg,2010-11-16,RYy3ipLdZOyc0XhD0vfmkQ,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,HL9I2pkNYHFUFR7Q7msJJw,2011-03-06,V9A3a3uIEv4kHn0Hre3Oag,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,y93QKoRHJmaBL-x_OkNuyg,2010-11-16,8MEGjkHnPSMzzhglzZCXag,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,k7nMFY6F1mAkmuXTHSPZoQ,2013-05-18,aGa45CjWJwTRq7thP8-NEA,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,6YfLUTHFWdjZeMwsXTU1ww,2010-11-16,9X7obDxSZaXlRRlGy5Qwlw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,jSaIsEQVtYsVJMdsUGEXNw,2014-06-15,o7u3I6SRD6tCK75Hio56Xw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,3ibpEbF2-n1nUeJ2gQBQFg,2009-02-04,P3TTsP0lZGBVVlyAs_Bx2Q,5,ZYaumz29bl9qHpu-KVtMGA,4,3,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,zsTO1b0YJSBv92y7ECoyWg,2011-03-06,yfZTzuYLnVxdMrAYCy97PQ,5,-hwN2juKYn-KTxa2WBYLnw,1,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,9DoW6jACkEl-irp7Vu1K_A,2010-04-29,TRNewyMY_wV7CZwwyOmFGw,3,p4ySEi8PEli0auZGBsy6gA,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,oGE8GPmBvHXQskP-m2cdLw,2014-02-23,JC6IytBNyZSY6hF8Yf0BwQ,5,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,3C7AWEyLV1DHf8rTaJDACA,2009-09-01,nsMnsqQuhxaPAbRvNsRR-w,2,ZYaumz29bl9qHpu-KVtMGA,4,6,6
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,3C7AWEyLV1DHf8rTaJDACA,2010-02-17,yGqKIGN7ilbkSncqkrwXSg,5,EEYwj6_t1OT5WQGypqEPNg,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,3C7AWEyLV1DHf8rTaJDACA,2013-08-26,VUJ7AHJnoXVR8oMX3TKMSg,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,9IoGXbleh2TxP9S0PniU7w,2008-08-28,WYGczZPFofmRjK2XUdJ_WA,5,ZYaumz29bl9qHpu-KVtMGA,2,5,3
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,CQRYL_4Mu3215d1F_C0Qpg,2009-05-25,w1O2YyRNkCOGmkW1PvJgeQ,2,p4ySEi8PEli0auZGBsy6gA,0,0,2
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,k4tomQpZKZJEQ9tzvLoE3w,2008-08-19,iumSIlFRCeN_9b9zSuXTtg,5,ZYaumz29bl9qHpu-KVtMGA,2,0,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,k4tomQpZKZJEQ9tzvLoE3w,2010-11-30,GdbmokEYEH5t4TvaigRbSw,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,F0BTBm-CXuBk8JWZsMuBKA,2011-03-06,JO-VEm9O9UKJeMRfCBtDTA,3,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,GBgdaHOZrl6csfHS69MWyg,2009-05-16,nx_xCXi-3qvofCYrWcqShA,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,OXLegbUo6HA3DN3lBFTsUg,2014-03-13,m71FfG-ztYogeb1csDZ7qA,2,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,ed5VpqG6NlI2_ALQpZ0lLA,2010-09-25,FAoaa2gSdAarBN3vUmSbpg,5,p4ySEi8PEli0auZGBsy6gA,1,0,2
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,Tjlj3DgQxXKKG4AmnbDnIA,2014-02-04,-6I49PZ1eipXTll8Zym8fg,5,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,0wGWhZw81cIG7YjwghZhgw,2011-01-20,GYAG8qRHSvGDmftxE6VNkw,3,EEYwj6_t1OT5WQGypqEPNg,1,1,1
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,IgHkvKIzy6Zjx5NBA0i0ng,2011-03-21,zYBA6x9g8uvfcYntyApDwQ,1,MPKMK36Xp0GuaWaXlUwZ8Q,1,1,2
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,xDfGoYjar-rG0v7UuIShdg,2009-08-24,SfZZFtga9gzG6in2rM9GUg,2,ZYaumz29bl9qHpu-KVtMGA,0,0,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,4dL8yzQu974eCtTI-V4Znw,2010-06-05,dix1YLELX4A3BbR8MCE0cg,5,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,rh61QuYb8Rs2SZOkaUoveA,2008-12-16,Nc8-ymo40gCkOKCpXsAnEg,2,ZYaumz29bl9qHpu-KVtMGA,2,1,2
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,JtSgAvhABBBxhXKujHHxBA,2008-08-20,q7uKIu0j5VXOUZBwT4PeAg,2,ZYaumz29bl9qHpu-KVtMGA,2,2,3
